Time;Bundesland;BundeslandID;AnzEinwohner;AnzahlFaelle;AnzahlFaelleSum;AnzahlFaelle7Tage;SiebenTageInzidenzFaelle;AnzahlTotTaeglich;AnzahlTotSum;AnzahlGeheiltTaeglich;AnzahlGeheiltSum
08.11.2021 00:00:00;Österreich;10;8932664;7760;896935;58945;659,8815;35;14213;4504;795176
09.11.2021 00:00:00;Burgenland;1;296010;390;23969;1720;581,0615;1;443;151;21196
09.11.2021 00:00:00;Kärnten;2;562089;703;54647;4005;712,5206;7;1130;378;48534
09.11.2021 00:00:00;Niederösterreich;3;1690879;1930;155426;12156;718,916;8;2557;1350;136095
09.11.2021 00:00:00;Oberösterreich;4;1495608;3332;179108;17068;1141,208;11;2252;1243;154411
09.11.2021 00:00:00;Salzburg;5;560710;899;72272;5744;1024,416;4;807;480;63358
09.11.2021 00:00:00;Steiermark;6;1247077;1403;110989;7398;593,2272;5;2630;691;97539
09.11.2021 00:00:00;Tirol;7;760105;1168;82281;5068;666,75;0;1009;364;74616
09.11.2021 00:00:00;Vorarlberg;8;399237;629;40309;2663;667,0223;0;411;201;35996
09.11.2021 00:00:00;Wien;9;1920949;1521;189909;8516;443,3225;3;3013;627;168916
09.11.2021 00:00:00;Österreich;10;8932664;11975;908910;64338;720,2554;39;14252;5485;800661
10.11.2021 00:00:00;Burgenland;1;296010;298;24267;1772;598,6284;0;443;162;21358
10.11.2021 00:00:00;Kärnten;2;562089;1129;55776;4633;824,2467;1;1131;257;48791
10.11.2021 00:00:00;Niederösterreich;3;1690879;2808;158234;13652;807,3907;6;2563;1142;137237
10.11.2021 00:00:00;Oberösterreich;4;1495608;3144;182252;17834;1192,425;9;2261;1248;155659
10.11.2021 00:00:00;Salzburg;5;560710;1604;73876;6462;1152,467;4;811;473;63831
10.11.2021 00:00:00;Steiermark;6;1247077;1406;112395;7707;618,0051;2;2632;667;98206
10.11.2021 00:00:00;Tirol;7;760105;1020;83301;5408;711,4807;1;1010;465;75081
10.11.2021 00:00:00;Vorarlberg;8;399237;451;40760;2760;691,3187;2;413;193;36189
10.11.2021 00:00:00;Wien;9;1920949;1365;191274;8356;434,9933;6;3019;539;169455
10.11.2021 00:00:00;Österreich;10;8932664;13225;922135;68584;767,7889;31;14283;5146;805807
11.11.2021 00:00:00;Burgenland;1;296010;253;24520;1718;580,3858;2;445;131;21489
